study_id,study_title,study_description,accession_reference,study_type,inclusion_exclusion_criteria,grants,collected_by,lab_name,lab_address,study_contact,submitted_by,pub_ids,keywords_study,subject_id,synthetic,species,sex,age_min,age_max,age_unit,age_event,ancestry_population,ethnicity,race,strain_name,linked_subjects,link_type,study_group_description,disease_diagnosis,disease_length,disease_stage,prior_therapies,immunogen,intervention,medical_history,sample_id,sample_type,tissue,anatomic_site,disease_state_sample,collection_time_point_relative,collection_time_point_relative_unit,collection_time_point_reference,biomaterial_provider,tissue_processing,cell_subset,cell_phenotype,cell_species,single_cell,cell_number,cells_per_reaction,cell_storage,cell_quality,cell_isolation,cell_processing_protocol,template_class,template_quality,template_amount,template_amount_unit,library_generation_method,library_generation_protocol,library_generation_kit_version,complete_sequences,physical_linkage,pcr_target_locus,forward_pcr_primer_target_location,reverse_pcr_primer_target_location,sequencing_run_id,total_reads_passing_qc_filter,sequencing_platform,sequencing_facility,sequencing_run_date,sequencing_kit,sequencing_data_id,primary_annotation,file_type,filename,read_direction,read_length,paired_filename,paired_read_direction,paired_read_length,software_versions,paired_reads_assembly,quality_thresholds,primer_match_cutoffs,collapsing_method,data_processing_protocols,germline_database,data_processing_files,analysis_provenance_id,reference_assembly
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG00591,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG00591,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,CHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG00591,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG00619,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG00619,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,CHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG00619,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG00671,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG00671,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,CHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG00671,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG00672,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG00672,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,CHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG00672,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG00673,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG00673,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,CHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG00673,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA18952,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA18952,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,JPT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA18952,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA18979,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA18979,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,JPT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA18979,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA19055,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA19055,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,JPT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA19055,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA19058,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA19058,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,JPT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA19058,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA19062,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA19062,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,JPT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA19062,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA19091,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA19091,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,JPT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA19091,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG01599,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG01599,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,KHV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG01599,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG01855,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG01855,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,KHV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG01855,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG01872,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG01872,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,KHV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG01872,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG02015,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG02015,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,KHV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG02015,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG02513,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG02513,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EAS,KHV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG02513,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA11919,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA11919,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EUR,CEU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA11919,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,NA12156,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",NA12156,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EUR,CEU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA12156,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG00178,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG00178,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EUR,FIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG00178,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
PRJNA555323,The human immunoglobulin heavy chain constant gene locus is enriched for large complex structural variants and coding polymorphisms that vary in frequency among human populations,Long-read sequencing to resolve IGHC haplotype variations in different populations,HG00280,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",NA,"NIH R24AI138963,R01HG010169",UofL (Watson lab),Watson,"580S Preston St,Louisville,KY 40202",corey.watson@louisville.edu,Uddalok Jana,PMIDXXXXXXXX,"[""immune receptor genome""]",HG00280,FALSE,"{""id"": ""NCBITAXON: 9606"", ""label"": ""Homo sapiens""} ",NA,NA,NA,NA,NA,EUR,FIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HG00280,LCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,NA,NA,NA,IGHC,NA,NA,NA,NA,SEQUELII,University of Louisville Sequencing Technology Center,NA,NA,NA,TRUE,BAM,NA,NA,NA,NA,NA,NA,"Igenotyper V1.X (unreleased), hifiasm V0.19.3, minimap2 v2.26 ",NA,NA,NA,manual,Data was processed using the Igenotyper pipeline (https://github.com/oscarlr/IGenotyper),IMGT:Homo sapiens:2022-11-24,NA,NA,ighc
